mapped_taxid	genome_taxids:kmers_mapped:total_genome_kmers
384848	384848:54869:70480 
1811408	1811408:6156:7527 
699189	1591444:9:9717 
634176	29484:70:9934511 634176:2267823:4626093 
1453082	1453082:571:916 
765962	765962:252319:1657921 
2003315	1571470:70:6284241 1411902:70:3956004 13690:420:5532534 2003315:2653380:3523774 358:70:16868268 
1332244	1332244:9164:12368 
903510	29484:140:9934511 47917:70:18051200 2033032:70:5099110 903510:3505289:4916210 670:113:77637105 
146269	146269:15921:36367 
1170656	1170656:973:2677 
1249553	1249553:3357095:4293627 
1905847	1905847:2725112:3795849 1616117:70:9611775 455432:83:8918341 
1608112	1608112:8680:11066 
1609968	1609968:1773291:2273197 
85620	322098:75451:723475 262768:290771:852900 202462:261776:576019 
76594	1348584:1658599:4635006 1348585:1662799:4560441 
1453083	1453083:635:908 
1921704	1206558:73074:168710 1589265:72592:162002 
1504981	1504981:3463371:5168063 475662:420:4052931 2018067:57:6499265 
1609966	1571470:3402:6284241 47917:64:18051200 1609966:3054200:4147030 1411902:16836:3956004 358:158:16868268 
91753	91753:4091:5570 
1734925	1114967:39758:2522786 1114966:39658:2489391 1114969:41388:2498667 
83655	585:140:7756773 59201:70:49753078 636:70:7340572 29484:210:9934511 2033032:70:5099110 2033033:140:4615500 575:1204:5889394 2018067:37:6499265 83655:3391202:4803818 54291:29:40091732 47917:287:18051200 548:28:26624894 
2018500	2018500:9378:12003 
2018503	2018503:8623:10993 
2018502	2018502:9280:11801 
1435497	1435497:6327:7641 
1887218	1887218:5931:7178 
1887219	1887219:5195:7050 
1887216	1887216:5468:7183 
649688	649688:1045:41342 
1887214	1887214:5976:7428 
1546178	1546178:11378:14752 
1887213	1887213:5615:7862 
1269028	1269028:798988:1021249 
1445809	1445809:22171:51236 
1453080	1453080:665:903 
269484	269484:1022164:1314931 
1358009	1358009:49425:4961369 
1590650	1590650:3830:4889 
1647309	1647309:34727:44393 
296591	296591:4526812:5898379 1851544:280:4848002 853:70:2868833 
61635	61635:1465770:1877693 
874267	874267:70:42362 
1529886	1529886:506:4174461 
1532031	1532031:2649:3316 
1348912	1348912:7822:92396 
1755588	1755588:7202:9177 
103816	103816:939318:5303796 1435356:109708:5590215 455432:139:8918341 
1456752	1456752:8238:10589 
1357825	1357825:2897:33529 
1698451	1698451:17831:167332 
1214242	1214242:5645371:8376927 575:70:5889394 455432:350:8918341 1851544:71:4848002 92644:70:10744033 1616117:4385:9611775 
1522	1522:608:4450385 
157898	157898:23983:32041 
46448	46448:2415:2981 
1406779	1406779:33134:40640 
946333	946333:4874038:6397997 305:70:61972245 475662:93:4052931 1851544:1120:4848002 358:140:16868268 
1330524	1330524:6122:7859 651733:367:7883 
401053	401053:3986394:5095127 455432:70:8918341 
1330521	1330521:11118:14470 
1330520	1330520:5690:7298 
564886	564886:532:54522 
1261100	1261100:12262:15525 
476213	476213:84718:4888296 59201:140:49753078 
497863	497863:1735:2641 
10756	10756:14866:19183 
1805466	1805466:18085:39345 
424949	424949:15955:42566 
1419711	1419711:1380:1678 
35755	35755:1837250:2353966 
35757	35757:2335047:3011468 
1075399	1075399:462744:609363 
228578	228578:5129:6204 
1675866	1675866:82025:105050 
1923614	1923614:7029:9364 
1338518	1338518:51709:4071068 
1416028	1416028:4393:46748 
1416026	1416026:4494:6280 
1416753	1571470:3681:6284241 13690:70:5532534 1851544:70:4848002 1416753:5791898:7703538 358:1006:16868268 
40477	436113:1076667:2173590 862259:187253:1155640 40477:539787:1085665 
12627	12627:2796:3929 
111500	516051:752:3274160 886377:855:3842323 
1464	697284:2512246:4055808 147375:2743188:4289851 1477:7730237:13758985 
523796	523796:7868:2884971 1155084:70:2714375 
523794	523794:1857748:2465511 
1134782	1134782:875:5437778 
366617	1964806:181:27583 1508224:142:28664 
245188	1411902:1298:3956004 245188:3051801:3987063 
523791	29484:70:9934511 523791:2239308:2851974 
10840	10840:2154:2894 
402399	402399:4919:6282 
1519401	1519401:1623:2048 
996285	996285:783943:4689847 2018067:203:6499265 
1519407	1519407:1697:2094 
10845	10845:3789:5995 
273116	273116:1235700:1584705 
1519404	1519404:1421:2174 
1412452	1412452:901:4681930 
1412453	1412453:367:4712210 
1519409	1519409:1417:2150 
1412451	1412451:70:4644981 
1412456	1412456:140:4644196 
1412457	1412457:959:4654020 
1412454	1412454:440:4680897 
187217	1921008:10266:48737 1002724:6647:50562 1216926:10005:50453 1572702:11957:50010 
1089433	1089433:329331:1933723 
110457	110457:9354:39501 
110456	532074:3522:39717 1407608:2600:39761 1527506:1461:38711 532078:390:38578 47049:6873:39373 369257:311:38434 1500756:15250:40373 10760:7374:39838 197783:15117:37260 1543199:2182:39597 532076:4787:38742 227720:3627:37456 10759:782:38109 669008:2788:39171 866889:205:38269 928293:384:38517 644563:29:38398 1239382:1:38414 
187213	157898:625:32041 157899:917:35351 
240865	240865:1742:2685 
187218	1572715:6105:119999 1150989:70:111407 1728958:12422:111652 1567006:6614:107966 10726:9295:121651 1813783:84577:125015 1540099:45054:123376 1112008:11100:108754 1813782:77110:114081 977927:10927:118252 491003:34319:111283 
224471	75379:1419:3461798 426114:1579:3777472 1658665:29415:6084086 420662:14415:4643441 1851544:204:4848002 1768242:10329:5169062 946333:14892:6397997 395495:18211:4909304 983917:18567:5043154 926:1693:3343230 76731:24305:5681623 
1825069	1825069:1672248:2322494 
436243	436243:724:1271 
436242	436242:929:1262 
348780	348780:2144314:2749399 
449216	449216:834:1111513 
1821549	1821549:26656:53618 
1307428	1307428:2014:2227167 
1821541	1821541:8970:44773 
12198	12198:7652:9485 
12199	12199:7721:9366 
1392499	573:420:628984566 1392499:80912:5340940 
1982928	1089108:758:68395 1034143:768:68194 663560:302:67917 1458715:309:68636 1458725:256:67645 
1249615	1249615:5718:4385419 
75574	75574:3752:5000 
2005703	2005703:3239222:4155459 
12194	12194:4571:5724 
12195	310681:42:9523 861561:39:9809 487155:4:9709 12198:12:9485 112436:2:9900 12222:2:9489 341167:70:9947 12196:8:9893 
12196	12196:7941:9893 
12197	12197:7045:9433 
12024	12024:3021:3474 
2239	1407499:27769:3129949 478009:16034:2668281 751944:19424:3162362 64091:19853:2570713 
2342	1929246:280:1622296 59201:70:49753078 2342:2492743:4513041 29484:69:9934511 2033033:70:4615500 548:70:26624894 
353825	11958:390:2531 11867:325:3293 
912033	912033:1297:2693 
1923668	1923668:3420:4640 
936054	936054:70:65807 
1923662	1923662:2172:2742 
1923663	1923663:3268:4344 
1923660	1923660:2071:2810 
208177	208177:1419:2646 
1923667	1923667:3978:5045 
1399115	1399115:1879830:3164096 2029983:70:5279822 
1923665	1923665:3528:4785 
1125677	1125677:7506:10059 
1926498	1926498:2776:4185 
46618	46618:3515:4371 
908028	908028:918:2640 
489829	489829:4016:5387 
489828	489828:3621:5969 
1923291	1923291:3702:5003 
1926494	1571470:70:6284241 1926494:5662086:7502610 358:70:16868268 
79917	79917:7674:9661 
1636202	1636202:25355:87273 
1097669	1097669:6193:4266129 
310103	310103:1580:2647 
1636205	1636205:4952:43129 
1888	92644:280:10744033 1616117:9231:9611775 1888:13344262:23863306 457425:300612:6841550 455432:420:8918341 
1577137	1577137:8725:10696 
311229	311229:18381:23567 
1318	760570:666572:2153553 1114965:662903:2171262 
1883	1218177:4907709:7220628 1837283:1467503:7601666 1437453:2287196:8122194 1434306:764089:9784478 1940:303109:8144318 1881022:5775630:8620064 953739:595810:8211108 67267:418076:9622316 408015:106519:5961302 1214101:698700:9554245 455432:5647:8918341 457428:5751394:8345184 146923:958911:7766333 443255:472378:17651457 1649184:1507604:8307081 1812480:933053:7929900 316284:2733630:9815785 1849967:569825:7472431 92644:1232888:10744033 68249:1956994:16730855 477245:2301674:7762297 1172567:1524250:7783302 1262452:2736136:10338088 1926:1121061:9335828 545123:447694:8625768 285473:307772:6543163 1882757:702470:9375352 457425:4188765:6841550 234612:867284:7584935 1303692:771676:7905659 1901:234044:7589595 1352936:952529:9533069 47763:5710938:25751758 305:140:61972245 1964449:3636775:8990995 1935:825910:7915946 444103:154160:8039203 193462:249705:7990393 1984801:4233884:7232503 38300:348973:8532493 75293:1149788:10183868 1214242:803502:8376927 1352941:272243:8560669 1851544:70:4848002 1038929:228639:7137792 1907:646418:7623576 749414:431140:11936584 1661694:1648542:7931578 553510:635824:8482199 68570:746311:9372203 1841249:487618:11142176 475662:70:4052931 42239:4539487:7070229 1751294:589305:8047672 653045:2680519:11138016 227882:584714:9119697 1109743:84698:6287876 1223307:4904028:7103403 1783515:678139:9083273 1912:2785061:12012116 1915:777195:10318955 1571470:206:6284241 1003195:402229:16187672 1265601:4273628:7630047 1203460:1094573:10077655 264445:1101312:10537734 362257:766848:9153579 1616117:511910:9611775 1561022:1336709:8273944 1355015:857593:14932445 463191:718134:9039161 455632:850619:8545830 164348:1053659:9698849 1133850:1101353:10383356 457429:326441:7608220 1890:679814:8476094 1892:914104:8844300 591167:4285572:7655807 465541:571063:8715597 278992:1036509:8393400 1725411:768353:10191369 355249:4243477:7506399 100226:5702166:9054550 206662:4618482:7257734 68214:905167:10764575 862751:395399:7414341 40318:389324:7701463 1961713:3584548:8399410 1972846:3635890:8110500 1889:1018951:8137777 1888:5018792:23863306 68223:504834:8056023 1938841:575782:8212256 1200984:5653077:8406124 2018067:70:6499265 1855352:97829:9899854 54571:1755959:26469120 680198:544544:10148596 1411902:70:3956004 
1001714	1001714:147642:4978283 
1881	92644:6:10744033 1616117:209:9611775 1881:4837882:7073786 455432:430:8918341 
79918	79918:8116:10551 
167161	167161:9269:12457 
2123	1292033:495241:859646 743965:492237:832504 
404404	404404:6957:8628 
572511	537007:2344:3065850 1796616:4007905:5128647 1532:4008697:5128383 853:70:2868833 
2129	273119:91726:751620 505682:92031:751580 134821:266112:2919827 565575:100890:874379 38504:67949:727190 
914127	670:1622:77637105 914127:443472:5007570 
1923294	1923294:4090:4983 
244589	244589:11965:15366 
1701837	1701837:4779:33082 
1718606	1718606:34813:90644 
1718600	1718600:22669:57966 
101570	101570:236:46801 
101571	305:213:61972245 455432:70:8918341 1851544:210:4848002 101571:18370029:45372247 1249668:2047153:7188774 
1567468	1567468:5215:51393 
1411903	13690:139:5532534 475662:140:4052931 57320:70:4217611 1411903:2565918:3433953 1411902:3012:3956004 358:70:16868268 
942037	942037:1164:1661 
942034	942034:1494:1652 
942035	942035:1083:1604 
745310	745310:3152456:4633019 152682:70:3653276 13690:2848:5532534 
1923298	1923298:5415:6982 
293653	293653:440:1838463 
387423	387423:5582:6859 
1395983	1395983:27438:71149 
133	655015:1799:4707773 187303:2279:3773345 
1423138	1423138:49525:4116924 492670:490:111970200 
1169410	1169410:280:2263610 
137	665571:477:2472546 1307761:515:3782699 221027:241:2800302 869211:536:2560123 1155775:70:1139944 999434:228:2849888 1155776:70:1137165 999432:196:2747087 999430:196:2753144 573413:251:4653871 158189:553:3316367 491080:70:1139053 491081:70:1139643 545695:150:3855295 545694:404:4059768 686990:70:1139435 666714:70:1138552 1095955:70:1139104 999431:196:2919750 243276:70:1139339 243275:196:2843102 906968:375:3055481 455434:70:1138998 545776:70:1133291 889378:765:3285756 168:140:2277922 744872:661:3239241 999426:196:2832340 869209:736:2897227 161:2485:40960025 491079:70:1139385 491078:70:1138807 1291379:190:2889195 158190:1290:3590754 760011:831:2227197 1539298:461:2707968 
136	1674146:474:2610534 1307761:144:3782699 1234596:253:902690 47466:240:2183104 521008:270:1528903 1313291:162:1271363 1398491:179:991887 1398490:269:987355 1155775:95:1139944 314724:167:1164474 314723:167:1065136 445985:183:1343953 445987:216:1257645 1328311:253:910637 999434:31:2849888 390236:538:2633821 999432:16:2747087 139:1282:6796317 1867252:167:1388818 573413:71:4653871 158189:231:3316367 1293575:153:1759279 1293576:162:1387578 1329908:167:922181 491080:95:1139053 491081:95:1139643 545695:54:3855295 545694:46:4059768 686990:95:1139435 666714:95:1138552 1239934:269:905372 1081646:323:993390 1155776:95:1137165 999430:16:2753144 1095955:95:1139104 1313292:161:1721884 224326:253:1517471 999431:16:2919750 1365188:237:1042096 1313294:167:1045884 1313295:167:1374072 243276:95:1139339 243275:16:2843102 140:167:1394664 906968:216:3055481 455434:95:1138998 1421551:253:902388 545776:95:1133291 521010:299:1401760 168:190:2277922 521007:120:1337794 1313293:307:1145167 221027:16:2800302 999426:16:2832340 290434:323:986617 161:3390:40960025 411555:269:1307692 491079:95:1139385 491078:95:1138807 1435045:167:1030225 760011:129:2227197 1302858:120:937768 412418:153:1241328 412419:153:1573198 1292392:120:1375011 889378:400:3285756 1155096:153:1442252 29518:269:1256330 29519:276:1154922 1539298:44:2707968 158190:276:3590754 
489779	489779:2350:63296 
94695	1094980:144:3072670 1434123:207:4563687 1434120:379:5017459 1110509:253:2570836 1434109:207:4906658 269797:207:4873568 1434104:125:2394537 259564:122:2574933 1434106:247:4487250 1434107:255:4560347 1434100:269:4211369 1434102:661:3913270 1434103:1255:4137238 644295:104:2406034 867904:330:2713815 547558:486:2012325 2177:120:2022860 523844:223:3127218 188937:477:5751393 1434099:207:4553297 990316:179:3026447 192952:573:4096246 213585:573:4142717 1434118:413:5427791 1434117:573:4096383 1434115:573:4066452 1434114:573:4154245 1434113:573:4166142 1434111:489:4139709 1434110:273:5018508 679901:160:2138345 796385:247:4501072 1434108:247:4574709 
94694	768672:261532:1384017 490899:262152:1365124 
139	521007:603362:1337794 521008:648854:1528903 445985:657030:1343953 1328311:476750:910637 224326:810938:1517471 139:3606605:6796317 
138	1293575:667139:1759279 1293576:80077:1387578 1313291:78048:1271363 140:78192:1394664 47466:59177:2183104 1155096:609215:1442252 1435045:315589:1030225 412418:744443:1241328 412419:858633:1573198 1292392:32832:1375011 1302858:27967:937768 314724:353285:1164474 314723:73888:1065136 1313294:333569:1045884 1313292:54447:1721884 1313293:48300:1145167 1329908:71667:922181 1365188:42776:1042096 1867252:78119:1388818 1313295:76990:1374072 
1567466	1567466:8153:49478 
40050	40050:14577:18534 
230871	230871:13049:16588 
572479	572479:1803171:2309163 
572478	572478:1853078:2374038 
649349	253:424:15322547 2029983:1652:5279822 649349:3172074:4059554 
572477	572477:2828399:3668777 475662:70:4052931 
379501	379501:1746:42912 
328429	1462681:87:5714 1825924:69:5521 1913024:82:6106 
1100890	1100890:11257:14405 
1634484	1634484:1624:2013 
1070990	1070990:4387:76161 
251698	264730:1919613:6112151 53707:2366181:6009136 2033032:70:5099110 2018067:546:6499265 548:70:26624894 693985:1725039:6016729 
439855	439855:220664:5214882 562:70:1357174161 
1846259	1846259:9454:11820 
1136731	1136731:19079:158206 
439851	439851:9366:4917261 
1435008	1435008:5269:6897 
122420	122420:1179927:1522719 
1200862	1200862:17243:133699 
760142	760142:1327594:1694331 
256319	194439:52146:2154668 517417:37082:2289150 1571470:70:6284241 274537:39097:2797177 
648801	648801:3893:5118 
2014542	2014542:3587983:4747193 475662:210:4052931 2033033:70:4615500 2018067:70:6499265 
1263757	1263757:1089:816484 
402881	1571470:140:6284241 13690:70:5532534 402881:2966827:3914646 358:105:16868268 
402882	2033033:70:4615500 402882:1271444:5312712 
1955493	1955493:11363:18282 
1121448	1121448:2945131:3761602 47917:70:18051200 1616117:70:9611775 57320:210:4217611 
1263758	1263758:566:816305 
1620215	475662:70:4052931 1851544:70:4848002 1620215:2225615:2864573 455432:72:8918341 
557760	557760:1530173:4710712 1411902:140:3956004 475662:140:4052931 
10732	10732:39150:50972 
1792253	1792253:13613:53312 
1892416	1892416:23361:30062 
1244856	1244856:32371:41450 
1165702	1165702:420:47153 
1981916	1981916:3859:4463 
1862822	1862822:2212:3161 
1862823	1862823:2583:3039 
1862824	1862824:1645:2165 
345690	256729:144:186151 1898060:140:208402 
1862826	1862826:2200:2852 
482462	439334:38:10901270 482462:6067592:8079921 1616117:115:9611775 57320:70:4217611 455432:627:8918341 
695560	695560:385407:2126337 
695562	695562:272120:1976790 
318843	318843:8758:11057 
138949	138949:5521:7290 
138948	138948:5509:7314 
590647	590647:11773:15177 
1390395	1571470:140:6284241 1411902:27:3956004 13690:2860:5532534 1851544:70:4848002 1390395:2998178:3937909 
564064	564064:4564572:5828305 2029983:70:5279822 
1243612	1243612:459308:5076851 59201:1167:49753078 575:70:5889394 
1243616	59201:515:49753078 1243616:421194:5065795 575:70:5889394 
1243617	1243617:562:4468860 
196600	196600:704709:5259789 670:70:77637105 
1414748	1414748:2134:68163 
81	1029756:1988:3653707 717785:7543:4757429 582899:6164:3638870 670307:4346:3808588 
85	1906738:458:3627992 228405:467:3704922 
1573458	1573458:38110:48567 
29449	1328306:2706438:7197305 1571470:712:6284241 853:38:2868833 538025:6435:7308722 1432049:17393:6996939 347834:2462863:6529535 1851544:70:4848002 491916:7899:6447652 29449:3463924:13234415 358:689:16868268 
932919	1639:172:220518428 932919:4090:3023728 
1725329	1725329:2683:3575 
29339	714359:70:5642853 29339:3917:6857889 570416:4651:13098646 527023:601:5483432 1279365:671:5907783 1261129:3855:6765208 
525329	525329:1172040:1600705 
311228	311228:17322:22344 
29442	29442:4314448:6843004 2018067:20693:6499265 
1606503	1606503:4033:5102 
285473	92644:593:10744033 285473:4697957:6543163 1616117:4589:9611775 455432:70:8918341 
1606501	1606501:3987:4942 
568206	568206:4646:5506466 
